d_week_seq1|r1|r2|r3|r4|r5|r6|round((sat_sales1 / sat_sales2), 2)
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5280|1.02|1.01|0.95|1.08|1.1|0.97|1.1
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5281|0.99|1.03|1.08|1.0|0.98|1.02|1.02
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5282|1.07|0.98|0.92|1.0|1.05|1.02|1.03
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5283|0.98|1.01|0.98|1.02|1.03|1.11|0.95
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5284|0.95|1.04|1.0|0.99|1.06|0.93|0.98
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5285|1.02|0.95|1.02|1.07|1.05|1.04|1.09
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5286|0.99|0.94|1.11|1.0|1.0|1.03|1.04
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5287|1.05|1.02|0.97|0.94|1.06|1.04|1.05
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5288|1.07|1.03|1.02|1.0|1.02|1.02|0.95
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
5289|1.04|0.98|1.05|1.01|0.94|1.0|1.09
