brand_id|brand|t_hour|t_minute|ext_price
10016001|"corpamalgamalg #1"|17|43|3369.84
6009004|"maxicorp #4"|18|37|3368.22
2003002|"exportiimporto #2"|17|35|3367.44
7016005|"corpnameless #5"|19|57|3366.48
8002009|"importonameless #9"|18|24|3363.31
7006003|"corpbrand #3"|18|48|3363.12
5003001|"exportischolar #1"|18|10|3362.19
1003002|"exportiamalg #2"|8|10|3360.34
6008003|"namelesscorp #3"|18|10|3359.01
3004001|"edu packexporti #1"|19|21|3359.00
6015005|"scholarbrand #5"|9|7|3358.92
1001001|"amalgamalg #1"|9|11|3357.97
8009005|"maxinameless #5"|17|39|3356.92
4002001|"importoedu pack #1"|9|27|3356.37
10012005|"importoamalgamalg #5"|17|8|3354.75
6012004|"importobrand #4"|18|56|3354.64
10014007|"edu packamalgamalg #7"|18|28|3353.56
2004002|"edu packimporto #2"|18|21|3352.94
6006003|"corpcorp #3"|17|49|3352.80
6011007|"amalgbrand #7"|18|24|3352.32
6016003|"corpbrand #3"|18|52|3350.10
7004001|"edu packbrand #1"|19|38|3349.00
2004001|"edu packimporto #1"|8|35|3346.50
8004001|"edu packnameless #1"|8|7|3346.40
5004001|"edu packscholar #1"|17|47|3346.20
10013003|"exportiamalgamalg #3"|6|38|3346.20
9009009|"maximaxi #9"|9|39|3345.54
2003001|"exportiimporto #1"|17|11|3342.82
1004001|"edu packamalg #1"|9|10|3342.59
5001002|"amalgscholar #2"|9|48|3340.80
8004009|"edu packnameless #9"|6|7|3340.00
8003007|"exportinameless #7"|19|41|3339.16
4001002|"amalgedu pack #2"|18|46|3338.88
7013009|"exportinameless #9"|17|29|3337.00
4004001|"edu packedu pack #1"|17|9|3334.17
10016004|"corpamalgamalg #4"|19|40|3334.12
4004001|"edu packedu pack #1"|17|5|3333.01
6002001|"importocorp #1"|19|42|3332.68
6008003|"namelesscorp #3"|17|21|3328.29
6009002|"maxicorp #2"|7|49|3327.85
6014002|"edu packbrand #2"|8|4|3326.94
3002001|"importoexporti #1"|18|2|3325.87
2003002|"exportiimporto #2"|18|38|3323.70
7004009|"edu packbrand #9"|17|13|3322.48
2003002|"exportiimporto #2"|17|15|3320.82
4001001|"amalgedu pack #1"|19|0|3320.18
7005007|"scholarbrand #7"|17|7|3318.10
3003002|"exportiexporti #2"|19|56|3317.38
7009009|"maxibrand #9"|18|27|3316.32
6003003|"exporticorp #3"|17|56|3311.50
2003001|"exportiimporto #1"|17|56|3311.48
4004002|"edu packedu pack #2"|18|31|3310.38
2001002|"amalgimporto #2"|17|58|3310.15
2002001|"importoimporto #1"|9|9|3306.55
10007005|"brandunivamalg #5"|18|44|3306.24
1001002|"amalgamalg #2"|8|35|3305.80
4003001|"exportiedu pack #1"|9|57|3304.28
7001009|"amalgbrand #9"|17|59|3301.50
10010007|"univamalgamalg #7"|18|24|3301.02
6001002|"amalgcorp #2"|19|30|3300.48
5001001|"amalgscholar #1"|8|52|3297.66
5003001|"exportischolar #1"|9|0|3297.16
2003001|"exportiimporto #1"|8|50|3296.78
6008007|"namelesscorp #7"|8|22|3295.36
8007007|"brandnameless #7"|9|39|3292.74
7011001|"amalgnameless #1"|18|19|3292.26
9011009|"amalgunivamalg #9"|18|18|3290.04
3001001|"amalgexporti #1"|8|16|3286.98
3002001|"importoexporti #1"|19|41|3285.05
9015002|"scholarunivamalg #2"|19|37|3283.69
2001001|"amalgimporto #1"|17|35|3282.56
8004003|"edu packnameless #3"|18|48|3281.85
3004001|"edu packexporti #1"|9|19|3281.22
2002002|"importoimporto #2"|18|10|3280.99
9001003|"amalgmaxi #3"|6|43|3280.32
8016009|"corpmaxi #9"|19|13|3280.20
10015003|"scholaramalgamalg #3"|8|31|3279.50
6001002|"amalgcorp #2"|8|29|3278.64
1001001|"amalgamalg #1"|6|36|3276.00
7012003|"importonameless #3"|18|8|3275.10
10007014|"brandunivamalg #14"|17|41|3274.02
3004002|"edu packexporti #2"|18|39|3273.42
3002001|"importoexporti #1"|18|49|3270.33
4002001|"importoedu pack #1"|9|38|3269.14
5004001|"edu packscholar #1"|18|36|3267.75
1003002|"exportiamalg #2"|9|8|3267.44
5001002|"amalgscholar #2"|18|21|3266.97
6005007|"scholarcorp #7"|18|38|3264.58
2001002|"amalgimporto #2"|9|8|3263.13
9009002|"maximaxi #2"|9|38|3262.08
1001002|"amalgamalg #2"|6|25|3261.51
4003001|"exportiedu pack #1"|17|55|3261.10
10006017|"corpunivamalg #17"|19|16|3257.45
9009009|"maximaxi #9"|6|28|3256.26
5004001|"edu packscholar #1"|9|21|3255.89
2001002|"amalgimporto #2"|19|59|3253.25
7005007|"scholarbrand #7"|9|1|3250.50
2001002|"amalgimporto #2"|19|28|3248.97
1003002|"exportiamalg #2"|9|0|3246.32
3003001|"exportiexporti #1"|17|47|3245.97
6014006|"edu packbrand #6"|17|54|3245.70
8013009|"exportimaxi #9"|19|5|3243.15
8010009|"univmaxi #9"|8|36|3241.50
10006017|"corpunivamalg #17"|19|3|3239.30
5003002|"exportischolar #2"|9|9|3238.86
4004001|"edu packedu pack #1"|9|13|3237.90
7003001|"exportibrand #1"|9|3|3236.85
4004001|"edu packedu pack #1"|17|33|3236.17
4002002|"importoedu pack #2"|17|42|3234.60
10007015|"brandunivamalg #15"|9|49|3233.70
4002001|"importoedu pack #1"|19|24|3233.16
8005006|"scholarnameless #6"|18|40|3231.36
2004002|"edu packimporto #2"|18|8|3227.96
7006001|"corpbrand #1"|9|55|3227.89
8004009|"edu packnameless #9"|19|38|3227.84
8015006|"scholarmaxi #6"|17|0|3227.10
7016001|"corpnameless #1"|19|25|3226.41
10012005|"importoamalgamalg #5"|17|30|3225.53
4003001|"exportiedu pack #1"|8|39|3225.30
8016004|"corpmaxi #4"|9|52|3225.07
4002001|"importoedu pack #1"|7|42|3222.48
7007004|"brandbrand #4"|18|21|3222.18
4003002|"exportiedu pack #2"|6|40|3219.65
10002012|"importounivamalg #12"|7|43|3219.04
8009005|"maxinameless #5"|19|19|3218.44
7016007|"corpnameless #7"|18|16|3217.20
10006003|"corpunivamalg #3"|19|27|3217.11
9015011|"scholarunivamalg #11"|17|58|3216.25
10008013|"namelessunivamalg #13"|18|58|3213.09
5001001|"amalgscholar #1"|18|23|3212.22
9014011|"edu packunivamalg #11"|19|55|3209.60
10012001|"importoamalgamalg #1"|17|13|3209.48
10015012|"scholaramalgamalg #12"|19|53|3208.80
7001001|"amalgbrand #1"|9|55|3208.49
4004002|"edu packedu pack #2"|18|8|3207.90
5001002|"amalgscholar #2"|19|3|3207.39
3001002|"amalgexporti #2"|17|11|3207.09
9007003|"brandmaxi #3"|18|11|3205.80
4002001|"importoedu pack #1"|19|17|3204.66
3003001|"exportiexporti #1"|17|41|3204.48
10016003|"corpamalgamalg #3"|17|7|3204.36
6013006|"exportibrand #6"|17|41|3202.92
6006007|"corpcorp #7"|19|52|3200.70
6016005|"corpbrand #5"|8|46|3199.50
8003003|"exportinameless #3"|18|59|3199.40
1003001|"exportiamalg #1"|17|48|3196.15
10013003|"exportiamalgamalg #3"|9|7|3192.71
6008005|"namelesscorp #5"|18|43|3192.30
7009005|"maxibrand #5"|19|12|3190.13
1003001|"exportiamalg #1"|8|43|3190.08
6008007|"namelesscorp #7"|17|50|3188.12
8010005|"univmaxi #5"|18|30|3187.34
7006004|NULL|19|12|3184.35
6005008|"scholarcorp #8"|8|15|3183.78
8006008|"corpnameless #8"|18|9|3183.60
6011008|"amalgbrand #8"|17|30|3183.59
10006013|"corpunivamalg #13"|18|12|3181.36
9013009|"exportiunivamalg #9"|19|53|3180.56
10008015|"namelessunivamalg #15"|8|11|3179.54
NULL|NULL|19|33|3176.91
2001001|"amalgimporto #1"|18|25|3174.60
7003005|"exportibrand #5"|9|4|3174.60
3001001|"amalgexporti #1"|19|42|3173.69
6011008|"amalgbrand #8"|17|15|3171.24
2002001|"importoimporto #1"|19|39|3170.44
2004002|"edu packimporto #2"|17|1|3169.88
10010011|"univamalgamalg #11"|18|14|3168.96
2002001|"importoimporto #1"|17|30|3164.72
9014008|"edu packunivamalg #8"|9|42|3162.37
3002001|"importoexporti #1"|17|51|3157.54
4004001|"edu packedu pack #1"|17|20|3156.84
10011004|"amalgamalgamalg #4"|6|3|3155.40
4002002|"importoedu pack #2"|18|0|3153.68
7001009|"amalgbrand #9"|18|6|3152.14
3004002|"edu packexporti #2"|18|8|3151.68
8015005|"scholarmaxi #5"|8|32|3149.28
1001001|"amalgamalg #1"|19|36|3148.82
7009005|"maxibrand #5"|17|33|3148.40
7008009|"namelessbrand #9"|17|39|3146.22
3003002|"exportiexporti #2"|18|38|3144.00
6011008|"amalgbrand #8"|18|59|3142.80
2003001|"exportiimporto #1"|17|55|3142.41
6012008|"importobrand #8"|17|22|3141.54
4001001|"amalgedu pack #1"|9|7|3140.33
4004001|"edu packedu pack #1"|18|31|3136.42
5002002|"importoscholar #2"|19|55|3136.14
6003007|"exporticorp #7"|8|42|3134.80
8005008|"scholarnameless #8"|8|31|3134.34
1001002|"amalgamalg #2"|7|12|3132.15
6011003|"amalgbrand #3"|18|32|3131.10
10005001|"scholarunivamalg #1"|19|49|3130.72
2004002|"edu packimporto #2"|18|34|3127.65
10004015|"edu packunivamalg #15"|17|51|3125.44
6015005|"scholarbrand #5"|8|31|3125.24
6008002|"namelesscorp #2"|17|5|3125.13
7012010|"importonameless #10"|9|40|3124.80
5003002|"exportischolar #2"|17|33|3123.40
6004004|"edu packcorp #4"|9|46|3122.84
10016004|"corpamalgamalg #4"|8|31|3122.68
9007003|"brandmaxi #3"|8|54|3122.24
7002009|"importobrand #9"|19|47|3120.75
9015011|"scholarunivamalg #11"|17|45|3120.15
9013008|"exportiunivamalg #8"|7|52|3119.76
9007005|"brandmaxi #5"|18|40|3118.92
1004002|"edu packamalg #2"|17|49|3118.54
9012008|"importounivamalg #8"|8|2|3117.00
5004001|"edu packscholar #1"|17|54|3116.10
5002001|"importoscholar #1"|18|45|3115.03
9003008|"exportimaxi #8"|19|49|3114.24
9016003|"corpunivamalg #3"|17|16|3109.52
4003001|"exportiedu pack #1"|8|47|3108.45
9012008|"importounivamalg #8"|7|0|3107.50
2004002|"edu packimporto #2"|6|26|3106.32
1003001|"exportiamalg #1"|17|16|3103.74
6003007|"exporticorp #7"|9|57|3103.10
6016003|"corpbrand #3"|6|39|3103.10
9003005|"exportimaxi #5"|19|44|3102.48
3004001|"edu packexporti #1"|19|8|3101.04
5002001|"importoscholar #1"|17|46|3100.95
2001001|"amalgimporto #1"|7|7|3098.56
6015005|"scholarbrand #5"|8|14|3096.01
6009004|"maxicorp #4"|19|17|3095.33
3004001|"edu packexporti #1"|18|55|3094.53
8007005|"brandnameless #5"|19|4|3094.18
6008007|"namelesscorp #7"|17|27|3093.72
3004001|"edu packexporti #1"|17|51|3091.90
5002002|"importoscholar #2"|17|26|3090.24
2004001|"edu packimporto #1"|18|3|3089.55
1004002|"edu packamalg #2"|17|36|3088.84
6015005|"scholarbrand #5"|17|28|3082.10
1003002|"exportiamalg #2"|8|53|3081.60
8010005|"univmaxi #5"|8|20|3080.70
8011007|"amalgmaxi #7"|9|8|3078.81
6012002|"importobrand #2"|18|6|3077.05
8012010|"importomaxi #10"|8|4|3075.98
10006017|"corpunivamalg #17"|19|10|3070.60
9011008|"amalgunivamalg #8"|8|24|3070.40
6016003|"corpbrand #3"|18|41|3068.70
6003008|"exporticorp #8"|18|3|3068.63
5002001|"importoscholar #1"|6|26|3068.00
9012011|"importounivamalg #11"|19|20|3067.20
2003001|"exportiimporto #1"|19|59|3066.80
6014007|"edu packbrand #7"|9|2|3065.92
2004002|"edu packimporto #2"|19|23|3065.16
8009010|"maxinameless #10"|19|18|3064.32
9002011|"importomaxi #11"|9|31|3063.60
5001001|"amalgscholar #1"|19|41|3059.84
10016001|"corpamalgamalg #1"|19|17|3055.41
9004003|"edu packmaxi #3"|8|10|3053.50
7001005|"amalgbrand #5"|18|20|3052.70
7016001|"corpnameless #1"|9|14|3051.00
9008011|"namelessmaxi #11"|17|57|3050.61
1002002|"importoamalg #2"|9|18|3050.08
7013009|"exportinameless #9"|19|2|3049.92
8008009|"namelessnameless #9"|18|29|3047.22
3003002|"exportiexporti #2"|17|5|3045.87
4004001|"edu packedu pack #1"|9|34|3045.14
7016001|"corpnameless #1"|17|43|3043.82
9008002|"namelessmaxi #2"|19|33|3043.56
3002002|"importoexporti #2"|18|28|3042.72
5001002|"amalgscholar #2"|19|50|3042.60
6015004|"scholarbrand #4"|19|13|3042.20
8003009|"exportinameless #9"|6|20|3039.66
7002009|"importobrand #9"|9|20|3039.20
9009002|"maximaxi #2"|8|25|3036.10
10002011|"importounivamalg #11"|17|43|3034.56
5001002|"amalgscholar #2"|19|43|3034.50
9014005|"edu packunivamalg #5"|9|52|3034.37
3002001|"importoexporti #1"|9|45|3032.16
2002001|"importoimporto #1"|18|42|3031.12
9002003|"importomaxi #3"|17|23|3030.31
8005003|"scholarnameless #3"|17|50|3029.40
6011001|"amalgbrand #1"|8|21|3029.18
2001002|"amalgimporto #2"|6|46|3028.86
6015006|"scholarbrand #6"|18|27|3028.49
6002005|"importocorp #5"|18|36|3027.57
1001002|"amalgamalg #2"|19|23|3026.66
6003007|"exporticorp #7"|18|32|3024.42
1003001|"exportiamalg #1"|18|2|3023.76
10015010|"scholaramalgamalg #10"|17|31|3022.88
3001002|"amalgexporti #2"|8|23|3022.60
4004001|"edu packedu pack #1"|7|28|3020.64
3002001|"importoexporti #1"|18|26|3018.24
3004002|"edu packexporti #2"|8|47|3016.80
3003001|"exportiexporti #1"|9|54|3016.25
6011008|"amalgbrand #8"|9|47|3014.20
3004002|"edu packexporti #2"|17|30|3012.27
10015012|"scholaramalgamalg #12"|17|32|3011.25
3002002|"importoexporti #2"|18|30|3009.60
1001001|"amalgamalg #1"|18|40|3008.37
9006009|"corpmaxi #9"|19|20|3005.24
7009005|"maxibrand #5"|9|8|3003.12
6002003|"importocorp #3"|9|9|3001.18
8007010|"brandnameless #10"|18|32|3000.00
2003001|"exportiimporto #1"|18|24|2998.92
9006011|"corpmaxi #11"|17|48|2997.63
2003001|"exportiimporto #1"|18|36|2997.51
1003002|"exportiamalg #2"|18|59|2997.36
6008002|"namelesscorp #2"|19|0|2996.84
5003002|"exportischolar #2"|9|10|2995.70
2001002|"amalgimporto #2"|9|37|2994.30
4002002|"importoedu pack #2"|8|48|2992.30
5001002|"amalgscholar #2"|18|10|2992.18
10010004|"univamalgamalg #4"|17|46|2992.00
NULL|NULL|8|58|2991.60
10016003|"corpamalgamalg #3"|18|52|2990.88
7004006|"edu packbrand #6"|18|39|2990.13
6015004|"scholarbrand #4"|18|20|2989.36
1001001|"amalgamalg #1"|17|21|2988.92
8001003|"amalgnameless #3"|19|18|2987.60
9014008|"edu packunivamalg #8"|8|41|2987.40
3002001|"importoexporti #1"|19|26|2987.16
8003010|"exportinameless #10"|8|34|2983.37
4003002|"exportiedu pack #2"|19|43|2982.50
10002014|"importounivamalg #14"|17|23|2978.83
8002009|"importonameless #9"|9|24|2977.89
4004001|"edu packedu pack #1"|17|12|2977.15
6008003|"namelesscorp #3"|7|9|2976.70
1002002|"importoamalg #2"|17|31|2976.30
8004009|"edu packnameless #9"|8|33|2976.00
10006017|"corpunivamalg #17"|17|21|2974.55
7012003|"importonameless #3"|18|43|2974.45
3004002|"edu packexporti #2"|9|16|2973.60
8001007|"amalgnameless #7"|8|54|2970.82
10003011|"exportiunivamalg #11"|8|0|2970.60
6006007|"corpcorp #7"|18|32|2970.10
7004004|"edu packbrand #4"|7|35|2968.52
2001001|"amalgimporto #1"|8|29|2966.76
9010009|"univunivamalg #9"|18|52|2965.82
2003001|"exportiimporto #1"|18|42|2964.84
9008008|"namelessmaxi #8"|19|29|2964.53
6011008|"amalgbrand #8"|8|19|2962.96
10007005|"brandunivamalg #5"|9|43|2960.92
10009006|"maxiunivamalg #6"|8|30|2960.88
8016003|"corpmaxi #3"|18|13|2960.58
2001001|"amalgimporto #1"|18|39|2960.00
4004002|"edu packedu pack #2"|18|5|2957.50
4004002|"edu packedu pack #2"|18|38|2956.32
1004002|"edu packamalg #2"|19|10|2954.66
1001001|"amalgamalg #1"|19|0|2951.34
8006008|"corpnameless #8"|9|57|2950.22
3003002|"exportiexporti #2"|18|33|2949.30
1004001|"edu packamalg #1"|7|46|2947.77
8016003|"corpmaxi #3"|17|7|2947.49
7014002|"edu packnameless #2"|18|34|2944.08
6011007|"amalgbrand #7"|19|8|2943.90
6014002|"edu packbrand #2"|17|13|2942.68
7009005|"maxibrand #5"|17|4|2942.49
2004002|"edu packimporto #2"|17|19|2942.45
10012002|"importoamalgamalg #2"|18|46|2940.49
10016009|"corpamalgamalg #9"|17|16|2937.61
2001001|"amalgimporto #1"|7|36|2937.60
8008002|"namelessnameless #2"|9|2|2935.68
5004001|"edu packscholar #1"|18|53|2935.01
10012006|"importoamalgamalg #6"|9|59|2933.26
1001002|"amalgamalg #2"|18|29|2932.56
9006009|"corpmaxi #9"|7|9|2930.88
3004001|"edu packexporti #1"|7|28|2930.12
8008002|"namelessnameless #2"|9|0|2928.00
8010002|"univmaxi #2"|8|36|2928.00
2002002|"importoimporto #2"|18|56|2927.52
6012008|"importobrand #8"|9|54|2927.41
3004001|"edu packexporti #1"|18|0|2926.38
4003001|"exportiedu pack #1"|19|58|2921.49
10003008|"exportiunivamalg #8"|18|57|2920.60
10009001|"maxiunivamalg #1"|18|55|2920.32
4003001|"exportiedu pack #1"|8|13|2920.00
7003009|"exportibrand #9"|7|27|2919.91
5003002|"exportischolar #2"|18|15|2919.24
4002002|"importoedu pack #2"|17|9|2918.40
2004002|"edu packimporto #2"|8|48|2918.37
9001011|"amalgmaxi #11"|18|33|2916.48
4001001|"amalgedu pack #1"|8|36|2916.20
1004002|"edu packamalg #2"|9|10|2915.10
5003002|"exportischolar #2"|8|18|2910.24
5002001|"importoscholar #1"|18|35|2909.86
8008003|"namelessnameless #3"|9|45|2905.48
10007014|"brandunivamalg #14"|18|47|2904.11
7007004|"brandbrand #4"|18|52|2903.68
1002001|"importoamalg #1"|9|8|2900.67
6006004|"corpcorp #4"|19|52|2897.84
2001001|"amalgimporto #1"|9|29|2896.88
7016001|"corpnameless #1"|9|28|2896.00
1003002|"exportiamalg #2"|19|39|2895.62
8003010|"exportinameless #10"|17|58|2895.09
8008007|"namelessnameless #7"|19|24|2894.32
4002001|"importoedu pack #1"|19|37|2891.36
6006004|"corpcorp #4"|7|46|2890.80
2003001|"exportiimporto #1"|19|13|2890.03
4004002|"edu packedu pack #2"|8|27|2889.75
10010006|"univamalgamalg #6"|17|21|2889.00
10012011|"importoamalgamalg #11"|18|24|2888.95
7006008|"corpbrand #8"|17|36|2888.22
10014001|"edu packamalgamalg #1"|19|26|2887.62
2002001|"importoimporto #1"|18|1|2887.21
8004005|"edu packnameless #5"|9|3|2887.04
2004002|"edu packimporto #2"|19|45|2885.79
4002002|"importoedu pack #2"|17|48|2885.22
2004001|"edu packimporto #1"|18|26|2885.02
5004002|"edu packscholar #2"|17|16|2884.86
7013001|"exportinameless #1"|17|43|2884.86
2002001|"importoimporto #1"|19|37|2884.02
3002001|"importoexporti #1"|18|47|2883.30
1001001|"amalgamalg #1"|19|46|2881.92
2004001|"edu packimporto #1"|8|26|2880.18
9015005|"scholarunivamalg #5"|19|28|2880.06
3001001|"amalgexporti #1"|18|18|2878.40
9004008|"edu packmaxi #8"|9|54|2876.70
1002002|"importoamalg #2"|19|31|2874.30
7003001|"exportibrand #1"|18|48|2873.78
6010002|"univbrand #2"|18|6|2873.75
5002001|"importoscholar #1"|8|31|2871.12
8006003|"corpnameless #3"|9|7|2870.42
9012003|"importounivamalg #3"|6|40|2869.44
4004001|"edu packedu pack #1"|19|17|2869.00
9013008|"exportiunivamalg #8"|9|34|2868.50
2004002|"edu packimporto #2"|17|11|2867.96
2003002|"exportiimporto #2"|18|1|2867.92
5003002|"exportischolar #2"|17|6|2867.70
10014016|"edu packamalgamalg #16"|9|58|2865.24
9003003|"exportimaxi #3"|18|35|2864.05
3002001|"importoexporti #1"|17|47|2862.60
5004001|"edu packscholar #1"|18|32|2862.08
5002001|"importoscholar #1"|17|19|2860.68
8005003|"scholarnameless #3"|8|27|2857.50
7004004|"edu packbrand #4"|19|31|2856.87
4002001|"importoedu pack #1"|19|57|2856.76
6016006|"corpbrand #6"|8|33|2856.60
6001007|"amalgcorp #7"|18|29|2856.00
1001002|"amalgamalg #2"|19|52|2854.80
6003003|"exporticorp #3"|9|32|2852.52
7016001|"corpnameless #1"|9|6|2852.28
2004002|"edu packimporto #2"|8|5|2851.54
2003002|"exportiimporto #2"|8|24|2851.52
4001001|"amalgedu pack #1"|8|51|2850.88
3001001|"amalgexporti #1"|7|42|2850.47
6006007|"corpcorp #7"|7|37|2848.26
1001001|"amalgamalg #1"|18|50|2847.73
8001004|"amalgnameless #4"|17|45|2845.92
9007005|"brandmaxi #5"|17|56|2845.44
7004001|"edu packbrand #1"|17|1|2844.95
2003002|"exportiimporto #2"|17|54|2844.81
10005013|"scholarunivamalg #13"|18|33|2843.72
7012009|"importonameless #9"|8|16|2841.99
3003001|"exportiexporti #1"|18|13|2841.30
4004001|"edu packedu pack #1"|7|51|2837.52
10002007|"importounivamalg #7"|9|39|2837.36
4004001|"edu packedu pack #1"|7|52|2836.36
1001002|"amalgamalg #2"|18|21|2835.26
6006007|"corpcorp #7"|8|8|2834.70
5003002|"exportischolar #2"|17|41|2832.42
10009006|"maxiunivamalg #6"|9|58|2832.19
5004002|"edu packscholar #2"|9|41|2831.40
9007003|"brandmaxi #3"|17|19|2831.12
6015006|"scholarbrand #6"|18|29|2829.96
5004002|"edu packscholar #2"|6|32|2826.72
5001001|"amalgscholar #1"|19|40|2825.47
7011001|"amalgnameless #1"|6|25|2825.10
1001002|"amalgamalg #2"|8|57|2823.78
6014002|"edu packbrand #2"|8|6|2822.85
8015007|"scholarmaxi #7"|17|54|2821.20
2001001|"amalgimporto #1"|7|42|2819.52
4004001|"edu packedu pack #1"|17|19|2819.04
5003001|"exportischolar #1"|9|45|2818.02
10016007|"corpamalgamalg #7"|17|31|2816.04
9003011|"exportimaxi #11"|18|36|2815.50
7011001|"amalgnameless #1"|19|11|2814.75
6015005|"scholarbrand #5"|7|19|2813.58
6014001|"edu packbrand #1"|19|41|2813.36
7010001|"univnameless #1"|19|4|2813.28
3001002|"amalgexporti #2"|7|27|2813.07
8016007|"corpmaxi #7"|19|49|2810.50
7011008|"amalgnameless #8"|17|28|2808.36
10009013|"maxiunivamalg #13"|9|0|2808.00
1004001|"edu packamalg #1"|8|43|2807.72
6003005|"exporticorp #5"|18|53|2807.64
3002001|"importoexporti #1"|17|43|2806.70
4002001|"importoedu pack #1"|6|4|2804.40
4001001|"amalgedu pack #1"|19|1|2804.39
3004002|"edu packexporti #2"|17|16|2803.56
7008007|"namelessbrand #7"|17|33|2802.92
10011009|"amalgamalgamalg #9"|18|0|2800.73
10014010|"edu packamalgamalg #10"|19|38|2799.06
2001002|"amalgimporto #2"|17|33|2798.28
8016003|"corpmaxi #3"|9|49|2796.50
6015005|"scholarbrand #5"|7|16|2795.00
7009010|"maxibrand #10"|6|33|2794.80
8005008|"scholarnameless #8"|9|25|2792.88
5001001|"amalgscholar #1"|9|39|2792.25
6009002|"maxicorp #2"|17|7|2792.13
4004002|"edu packedu pack #2"|18|0|2789.63
4004002|"edu packedu pack #2"|17|44|2788.93
1004001|"edu packamalg #1"|17|9|2787.30
3004001|"edu packexporti #1"|8|26|2786.64
4002001|"importoedu pack #1"|19|14|2786.41
4004002|"edu packedu pack #2"|9|50|2785.90
9011008|"amalgunivamalg #8"|9|27|2785.87
6015004|"scholarbrand #4"|9|57|2785.36
9010009|"univunivamalg #9"|19|48|2784.60
8008009|"namelessnameless #9"|7|1|2777.28
10016016|"corpamalgamalg #16"|17|8|2776.50
4004001|"edu packedu pack #1"|17|18|2775.60
9014003|"edu packunivamalg #3"|8|46|2772.40
8012006|"importomaxi #6"|6|54|2770.20
6011008|"amalgbrand #8"|17|17|2769.25
8010005|"univmaxi #5"|19|35|2769.00
4003001|"exportiedu pack #1"|17|18|2768.25
9011008|"amalgunivamalg #8"|9|17|2764.50
7009003|"maxibrand #3"|17|16|2763.60
5001002|"amalgscholar #2"|9|9|2760.45
8002009|"importonameless #9"|18|6|2759.64
10007012|"brandunivamalg #12"|9|4|2757.85
8014005|"edu packmaxi #5"|18|17|2757.60
10003011|"exportiunivamalg #11"|8|12|2757.45
7002009|"importobrand #9"|18|3|2757.09
3004001|"edu packexporti #1"|8|12|2755.76
3003001|"exportiexporti #1"|7|38|2755.02
4003001|"exportiedu pack #1"|19|44|2754.81
6003003|"exporticorp #3"|9|48|2752.00
8003003|"exportinameless #3"|6|7|2751.21
3003002|"exportiexporti #2"|17|47|2751.20
5003002|"exportischolar #2"|18|36|2747.36
4001001|"amalgedu pack #1"|8|40|2744.86
9012005|"importounivamalg #5"|8|30|2743.50
3003002|"exportiexporti #2"|17|3|2742.26
6003003|"exporticorp #3"|19|51|2741.70
8005001|"scholarnameless #1"|19|39|2740.05
1003002|"exportiamalg #2"|7|58|2739.96
9009009|"maximaxi #9"|17|37|2739.16
4003001|"exportiedu pack #1"|19|35|2736.90
1001002|"amalgamalg #2"|18|48|2735.25
3004001|"edu packexporti #1"|9|28|2735.24
7002009|"importobrand #9"|9|56|2734.97
4002001|"importoedu pack #1"|18|36|2734.16
10012002|"importoamalgamalg #2"|18|1|2733.76
3003001|"exportiexporti #1"|18|1|2733.39
5002001|"importoscholar #1"|9|53|2733.23
1004002|"edu packamalg #2"|18|21|2732.96
2004002|"edu packimporto #2"|18|51|2732.40
7006009|"corpbrand #9"|19|31|2731.92
5002001|"importoscholar #1"|17|14|2731.08
4002002|"importoedu pack #2"|8|40|2731.01
8010009|"univmaxi #9"|18|54|2730.24
3004001|"edu packexporti #1"|8|51|2729.76
3004002|"edu packexporti #2"|9|41|2729.52
6011003|"amalgbrand #3"|8|20|2728.75
6013007|"exportibrand #7"|17|1|2726.40
5004001|"edu packscholar #1"|18|10|2725.63
4002002|"importoedu pack #2"|18|31|2725.60
1001002|"amalgamalg #2"|17|34|2724.24
5004002|"edu packscholar #2"|19|55|2723.62
5002001|"importoscholar #1"|19|59|2722.04
4002001|"importoedu pack #1"|7|20|2721.84
8008009|"namelessnameless #9"|17|58|2721.32
1003002|"exportiamalg #2"|17|39|2720.25
9006009|"corpmaxi #9"|18|33|2720.20
9014002|"edu packunivamalg #2"|19|1|2718.39
4004002|"edu packedu pack #2"|9|52|2716.81
2003002|"exportiimporto #2"|18|32|2714.93
10009006|"maxiunivamalg #6"|9|45|2714.36
4003001|"exportiedu pack #1"|19|46|2714.16
9009005|"maximaxi #5"|17|52|2713.74
4004002|"edu packedu pack #2"|17|45|2713.20
1001002|"amalgamalg #2"|6|29|2711.22
6008005|"namelesscorp #5"|19|1|2710.68
6003003|"exporticorp #3"|18|52|2710.60
1003001|"exportiamalg #1"|17|35|2710.08
7014009|"edu packnameless #9"|19|28|2709.86
7002009|"importobrand #9"|6|17|2709.63
4003001|"exportiedu pack #1"|17|3|2708.10
10003007|"exportiunivamalg #7"|19|57|2706.84
10007002|"brandunivamalg #2"|8|16|2706.33
5003002|"exportischolar #2"|18|27|2706.12
6016005|"corpbrand #5"|19|59|2705.04
10009013|"maxiunivamalg #13"|8|44|2704.32
10008002|"namelessunivamalg #2"|8|55|2703.80
3003001|"exportiexporti #1"|7|52|2702.49
9003011|"exportimaxi #11"|9|31|2701.92
5003001|"exportischolar #1"|19|5|2701.52
10009009|"maxiunivamalg #9"|9|57|2701.12
2002002|"importoimporto #2"|17|39|2698.82
